Writer,mean,count
Vanessa Taylor,6.725,4
Kurt Johnstad,6.725,4
Richard LaGravenese,6.723076923076923,13
Michael Finch,6.716666666666668,6
Anders Thomas Jensen,6.716666666666666,6
Jim Taylor,6.716666666666666,6
Edward Zwick,6.716666666666666,6
Stephen McFeely,6.714285714285714,7
Elissa Matsueda,6.7,2
Philip Yordan,6.7,2
John J. McLaughlin,6.7,2
John Grisham,6.7,6
Dave McKean,6.7,2
Jonathan Levine,6.7,3
Tom Mankiewicz,6.7,4
Stephen Cornwell,6.7,5
Scott B. Smith,6.7,2
Mark Schwahn,6.7,3
Tom Hanks,6.7,3
Harry Julian Fink,6.7,2
Trent Haaga,6.7,2
Richard Matheson,6.7,6
Bastien Vives,6.7,2
Nicholas Meyer,6.7,2
James L. Brooks,6.7,4
Len Blum,6.7,3
Jack London,6.7,2
Stuart Blumberg,6.7,3
Ian Mackenzie Jeffers,6.7,2
John Ostrander,6.7,3
Alexandre Rockwell,6.7,2
Alexandre Dumas,6.7,6
Oliver Butcher,6.7,4
Ann Peacock,6.7,2
Tom Epperson,6.7,2
Kelly Fremon Craig,6.7,3
Robert Nelson Jacobs,6.7,4
Kevin Willmott,6.7,2
Mary Shelley,6.7,4
Blake Edwards,6.7,3
Peter Stebbings,6.7,2
ValÃ©rie MÃ¼ller,6.7,2
IshirÃ´ Honda,6.7,3
Seton I. Miller,6.7,3
Mark Bomback,6.7,8
Susan Orlean,6.7,2
Rodney Rothman,6.7,2
Lynn Shelton,6.7,2
Alexander Payne,6.7,7
Antwone Fisher,6.699999999999999,2
Thomas Hardy,6.699999999999999,2
Matthew Sand,6.699999999999999,2
Jim Thompson,6.699999999999999,2
Daniel Goldberg,6.699999999999999,2
Todd Robinson,6.699999999999999,2
Mark Jacobson,6.699999999999999,2
Beau Willimon,6.699999999999999,2
Nicholas Sparks,6.688888888888889,9
Jonathan Goldstein,6.6875,8
Neil Jordan,6.683333333333334,6
Ol Parker,6.683333333333334,6
Nancy Meyers,6.68,5
Evan Goldberg,6.68,5
Graham Greene,6.675,4
Justin Haythe,6.675,4
Shane Black,6.671428571428572,7
David Koepp,6.670588235294118,17
Caspian Tredwell-Owen,6.666666666666667,3
Zal Batmanglij,6.666666666666667,3
Samuel A. Taylor,6.666666666666667,3
Larry Ferguson,6.666666666666667,3
Len Wiseman,6.666666666666667,3
Jim Wheat,6.666666666666667,3
Sacha Baron Cohen,6.666666666666667,3
Jessie Nelson,6.666666666666667,3
Ken Wheat,6.666666666666667,3
Peter Chiarelli,6.666666666666667,3
John Whittington,6.666666666666667,3
Ian Fleming,6.661111111111111,18
Richard Price,6.659999999999999,5
Roderick Thorp,6.659999999999999,5
Matt Cook,6.65,4
Michael Cooney,6.65,2
Gustin Nash,6.65,2
John O Brien,6.65,2
Randall Miller,6.65,2
Jeffrey Eugenides,6.65,2
Jeffrey Price,6.65,4
Jeffrey Nachmanoff,6.65,2
Ian McEwan,6.65,2
Milo Addica,6.65,2
Cormac McCarthy,6.65,4
Rod Lurie,6.65,2
Virgil Williams,6.65,2
Jane Campion,6.65,4
NoÃ© DebrÃ©,6.65,2
Jack Bernstein,6.65,2
Jody Savin,6.65,2
Adele Lim,6.65,2
Mike Flanagan,6.65,4
Jessica Sharzer,6.65,2
David Grann,6.65,2
David MichÃ´d,6.65,2
Mary Ruth Clarke,6.65,2
Gavin O Connor,6.65,2
Brian Koppelman,6.65,4
Jaume BalaguerÃ³,6.65,2
Panna Rittikrai,6.65,2
Dan Sterling,6.65,2
Andrew Bovell,6.65,2
Andy Weiss,6.65,2
John Lee Hancock,6.6499999999999995,4
Edward Neumeier,6.6499999999999995,4
Dan Gilroy,6.642857142857143,7
Jules Verne,6.640000000000001,5
Aditya Chopra,6.633333333333333,3
Ãlex de la Iglesia,6.633333333333333,3
Jon Favreau,6.633333333333333,3
Patricia Highsmith,6.633333333333333,3
Ann Biderman,6.633333333333333,3
Ross LaManna,6.633333333333333,3
Brian Nelson,6.633333333333333,3
John Patrick Shanley,6.633333333333333,3
Mike Werb,6.633333333333333,3
Spike Lee,6.633333333333333,12
James Gray,6.628571428571428,7
Nicholas Kazan,6.625,4
Eric Bress,6.625,4
Michael Berg,6.625,4
John Gatins,6.622222222222223,9
George A. Romero,6.62,15
Leigh Whannell,6.62,10
Erin Cressida Wilson,6.616666666666667,6
Brian De Palma,6.616666666666667,6
Michael Schiffer,6.6000000000000005,3
Ethan Reiff,6.6000000000000005,7
Paul Tamasy,6.6000000000000005,3
Rowan Joffe,6.6000000000000005,3
Ashley Miller,6.6000000000000005,3
Jamie Linden,6.6000000000000005,3
Zack Stentz,6.6000000000000005,3
Sean Byrne,6.6,2
Jon Hurwitz,6.6,4
Louis de BerniÃ¨res,6.6,2
Saela Davis,6.6,2
Al Reinert,6.6,2
Vincent Palmo Jr.,6.6,2
Lisa Kjerulff,6.6,2
Leandro Fernandez,6.6,2
Emil Stern,6.6,2
Alex Ross Perry,6.6,2
Jane Loughman,6.6,2
Nora Ephron,6.6,5
Noam Dromi,6.6,2
Mark Andrus,6.6,5
Mads Tafdrup,6.6,2
Holly Gent,6.6,2
Shari Springer Berman,6.6,2
Ronan Bennett,6.6,2
Christopher Wood,6.6,2
Nick Park,6.6,2
Eli Craig,6.6,2
Stefan Schwartz,6.6,2
Rob McKittrick,6.6,2
Robert Gordon,6.6,2
Hayden Schlossberg,6.6,4
Mark O Keefe,6.6,2
Anna Rose Holmer,6.6,2
Dean Pitchford,6.6,2
Karen Moncrieff,6.6,2
Anne Fontaine,6.6,4
Warren Lewis,6.6,2
Christian Tafdrup,6.6,2
Greg Rucka,6.6,2
George Clooney,6.6,4
Adam Herz,6.6,4
Fred Freiberger,6.6,2
David Hewlett,6.6,2
William Wheeler,6.6,4
Jonathan Kasdan,6.6,2
Zak Penn,6.6,9
Zack Snyder,6.6,5
Heidi McLaughlin,6.599999999999999,3
Richard Holmes,6.599999999999999,3
Bethany Ashton Wolf,6.599999999999999,3
Ron Bass,6.588888888888889,9
David Ayer,6.588888888888889,9
Will Ferrell,6.585714285714286,7
Audrey Wells,6.583333333333333,6
Steven Rogers,6.583333333333333,6
Paul Schrader,6.58,10
Jeff Nathanson,6.58,5
Cornell Woolrich,6.575,4
D.W. Griffith,6.575,4
Neil Burger,6.575,4
John Brancato,6.575,4
Maya Forbes,6.575,4
David Hoselton,6.575,4
Michael Ferris,6.575,4
Billy Ray,6.56923076923077,13
Pat Casey,6.566666666666666,3
Charles B. Griffith,6.566666666666666,3
Susannah Grant,6.566666666666666,6
Jamie Moss,6.566666666666666,3
Lawrence Konner,6.566666666666666,6
Bill Kelly,6.566666666666666,3
Josh Miller,6.566666666666666,3
Steve Martin,6.566666666666666,3
Jason Miller,6.566666666666666,3
John Waters,6.566666666666666,3
David Lindsay-Abaire,6.566666666666666,3
Michael G. Wilson,6.56,5
Tom Holland,6.56,5
Matthew Fogel,6.557142857142857,7
Patrick Ness,6.550000000000001,2
David Mitchell,6.550000000000001,2
Stephen Mazur,6.550000000000001,2
Paul Guay,6.550000000000001,2
P.F. Kluge,6.550000000000001,2
Kevin Hageman,6.550000000000001,2
Andrea Di Stefano,6.55,2
Rodo Sayagues,6.55,2
Susanna Fogel,6.55,2
Bill Walsh,6.55,2
Michael Robert Johnson,6.55,2
Angela Workman,6.55,2
Fede Alvarez,6.55,2
Paul Attanasio,6.55,4
Nikolaj Arcel,6.55,4
Alex Kendrick,6.55,6
Scott Beck,6.55,4
Clare Sera,6.55,2
Stephen Hillenburg,6.55,2
Bryan Woods,6.55,4
Geneva Robertson-Dworet,6.55,2
Cheryl McKay,6.55,2
Tom Gormican,6.55,2
Jim Abrahams,6.55,6
Laura Hillenbrand,6.55,2
Karey Kirkpatrick,6.542857142857143,7
John Ridley,6.540000000000001,5
Akiva Goldsman,6.538461538461538,13
Wesley Strick,6.533333333333334,3
Jason Fuchs,6.533333333333334,3
Jonathan Roberts,6.533333333333334,3
Sheldon Turner,6.533333333333334,3
C. Robert Cargill,6.533333333333334,3
Tracy Letts,6.533333333333334,3
William Rose,6.533333333333334,3
Daniel Pyne,6.533333333333334,3
Catherine Johnson,6.533333333333334,3
Craig Bolotin,6.533333333333334,3
Mark Polish,6.533333333333334,3
James Gunn,6.522222222222222,9
Frank Cottrell Boyce,6.5200000000000005,5
James Schamus,6.516666666666667,6
Ãric Rohmer,6.5,2
Adam Rex,6.5,3
Adam Leff,6.5,2
Seth Grahame-Smith,6.5,5
Guy Busick,6.5,4
W.D. Richter,6.5,4
John August,6.5,10
Richard Wenk,6.5,5
Gavin Wiesen,6.5,2
Alan Yuen,6.5,2
Dale Launer,6.5,2
Dan Brown,6.5,3
Paul Andrew Williams,6.5,2
Jorge RamÃ­rez SuÃ¡rez,6.5,3
Pamela Ribon,6.5,2
Clark Gregg,6.5,2
David Dobkin,6.5,2
Heather Donahue,6.5,2
Michael Colleary,6.5,2
Larry Wilson,6.5,3
Allison Anders,6.5,3
Jennifer Westfeldt,6.5,2
Tony Gayton,6.5,3
Tom O Connor,6.5,2
Jana Lyn Rutledge,6.5,2
Larry Stuckey,6.5,2
Judd Apatow,6.5,8
Brian Garfield,6.5,2
Billy Frolick,6.5,2
Paul T. Scheuring,6.5,2
Susan Shilliday,6.5,2
Eyal Podell,6.5,3
David Levithan,6.5,2
Jason Hall,6.5,3
Evgenia Peretz,6.5,2
David S. Goyer,6.5,10
Will Davies,6.5,6
Terrance Zdunich,6.5,2
Tim Hill,6.5,2
Paula Hawkins,6.5,2
Aleksey Sidorov,6.5,2
Whit Stillman,6.5,3
William Paul McKay,6.5,2
Oren Moverman,6.5,2
Dan O Bannon,6.491666666666667,12
Joe Carnahan,6.4875,8
Paul Mayeda Berges,6.4799999999999995,5
Chris Columbus,6.475,4
Terry Hayes,6.475,4
Lorene Scafaria,6.475,4
Alvin Sargent,6.475,4
David Twohy,6.466666666666667,9
Sam Hamm,6.466666666666666,3
Jared Stern,6.466666666666666,3
Neil Marshall,6.466666666666666,3
Lou Morheim,6.466666666666666,3
Tracy Keenan Wynn,6.466666666666666,3
Bruce Robinson,6.466666666666666,3
Mae West,6.466666666666666,3
Ira Sachs,6.466666666666666,3
Noah Buschel,6.466666666666666,3
Seth Rogen,6.457142857142857,7
Olivia Hetreed,6.45,2
Randy Barbato,6.45,2
David Kirschner,6.45,2
Bruce Feirstein,6.45,2
Dana Stevens,6.45,4
Carl Ellsworth,6.45,4
Scott Kosar,6.45,6
Richard Dutcher,6.45,2
Justin Lin,6.45,2
Fenton Bailey,6.45,2
Greg Taylor,6.45,2
Michael Mitnick,6.45,2
Stan Lee,6.45,6
Heywood Gould,6.45,2
Fibe Ma,6.45,2
Jorge GuerricaechevarrÃ­a,6.45,4
Emily Halpern,6.449999999999999,2
Michael Berry,6.449999999999999,2
Lowell Cunningham,6.449999999999999,2
Vincenzo Natali,6.449999999999999,2
Jeremy Chilnick,6.449999999999999,2
Daniel Taplitz,6.449999999999999,2
Sarah Haskins,6.449999999999999,2
Sylvester Stallone,6.445454545454546,11
Kurt Wimmer,6.442857142857143,7
Johnny Knoxville,6.44,5
Stephen Schiff,6.433333333333334,6
Arie Posin,6.433333333333334,3
Niels Mueller,6.433333333333334,3
Mark Protosevich,6.433333333333334,3
Daniel Petrie Jr.,6.433333333333334,3
Kay Cannon,6.433333333333334,3
Helen Fielding,6.433333333333334,3
Agatha Christie,6.433333333333334,3
Christopher L. Yost,6.433333333333334,3
Ken Kaufman,6.433333333333334,3
Mickey Rapkin,6.433333333333334,3
Michael Miner,6.433333333333333,3
Derek Haas,6.425000000000001,4
Michael Brandt,6.425000000000001,4
Art Marcum,6.425,4
John Wagner,6.425,4
Rick Famuyiwa,6.425,4
Danny McBride,6.425,4
Warren Beatty,6.42,5
Jon Erwin,6.42,5
Michael Crichton,6.416666666666667,12
Jack Epps Jr.,6.400000000000001,6
Joel Edgerton,6.400000000000001,3
Jim Cash,6.400000000000001,6
Ric Roman Waugh,6.400000000000001,3
Alex Tse,6.4,2
Joel Souza,6.4,2
Shigeru Kayama,6.4,2
Arif Aliev,6.4,2
Richard Shepard,6.4,2
GastÃ³n Gorali,6.4,2
Laurie Craig,6.4,2
Mike Reiss,6.4,2
Matt Whitaker,6.4,2
David Klass,6.4,2
Ken Daurio,6.4,10
Michelle Morgan,6.4,2
Bart Fisher,6.4,2
Bess Wohl,6.4,2
Ãmile Gaudreault,6.4,2
Nicole Barber-Lane,6.4,2
Don Roos,6.4,2
William Phillips,6.4,2
Alex Barnow,6.4,2
Barry Fanaro,6.4,2
Nick Damici,6.4,2
Lorne Cameron,6.4,5
Emma Chadbourne,6.4,2
Randy Feldman,6.4,2
Beatrix Potter,6.4,2
Takeo Murata,6.4,2
Chris Van Allsburg,6.4,2
Jim Kouf,6.4,4
Jim Mickle,6.4,2
Joe Cornish,6.4,2
Karen Maine,6.4,2
Gabe Sachs,6.4,2
Arturo PÃ©rez-Reverte,6.4,2
Dany Boon,6.4,2
Cinco Paul,6.4,10
Andy Tennant,6.4,2
Stevie Binns,6.4,2
Scott Walker,6.4,2
Brian Moore,6.4,2
Jonathon E. Stewart,6.4,2
Neill Blomkamp,6.4,4
Frank Baldwin,6.4,2
Paul Gallico,6.4,2
Christina Hodson,6.4,2
Wilhelm Grimm,6.3999999999999995,3
Adam Brooks,6.3999999999999995,3
Joel Schumacher,6.3999999999999995,6
Alexandre Aja,6.3999999999999995,3
David Chirchirillo,6.3999999999999995,3
Jacob Grimm,6.3999999999999995,3
GrÃ©gory Levasseur,6.3999999999999995,3
Robert Smigel,6.3999999999999995,3
Lewis Colick,6.38,5
Kirsten Smith,6.38,5
Karen McCullah,6.38,5
Lem Dobbs,6.38,5
James Wan,6.377777777777777,9
Kevin Hart,6.375,4
Sean Anders,6.37,10
Eric Heisserer,6.366666666666667,6
Jack Whittingham,6.366666666666667,3
Stephan Elliott,6.366666666666667,3
Jonathan Mostow,6.366666666666667,3
AndrÃ© Nemec,6.366666666666667,3
Josh Appelbaum,6.366666666666667,3
Leon Uris,6.366666666666667,3
James Vanderbilt,6.3625,8
Nicolas Winding Refn,6.36,5
Lee Hall,6.36,5
Hossein Amini,6.3500000000000005,6
T.D. Jakes,6.35,2
Bibi Naceri,6.35,2
Matthew Stone,6.35,2
Peter A. Dowling,6.35,2
Christian Clavier,6.35,2
Andrew Fleming,6.35,2
Danilo Bach,6.35,4
Ben Wheatley,6.35,2
Cathy Yuspa,6.35,2
Jean-Marie PoirÃ©,6.35,2
Jeff Maguire,6.35,2
Christianna Brand,6.35,2
Ann Brashares,6.35,2
Michael Dougherty,6.35,4
Josh A. Cagan,6.35,2
Raymond Carver,6.35,2
Ray Wright,6.35,2
Michael Frost Beckner,6.35,2
Josh Goldsmith,6.35,2
Burr Steers,6.35,2
John Irving,6.35,2
Amy Jump,6.35,2
Jeff Howard,6.35,2
Will Gluck,6.35,4
Allan Loeb,6.345454545454545,11
Luc Besson,6.344444444444445,27
Dave Eggers,6.34,5
Scot Armstrong,6.34,5
Steve Harvey,6.333333333333333,3
Jerusha Hess,6.333333333333333,3
Christopher Ford,6.333333333333333,3
Kevin Reynolds,6.333333333333333,3
Joby Harold,6.333333333333333,3
Jared Hess,6.333333333333333,3
Michael Petroni,6.333333333333333,6
Max Landis,6.325,4
John Kamps,6.325,4
Gary Scott Thompson,6.314285714285715,7
David Soren,6.300000000000001,2
Gurinder Chadha,6.300000000000001,4
Robert Thom,6.300000000000001,2
Greg Berlanti,6.300000000000001,2
Karen Croner,6.300000000000001,2
Roderick Taylor,6.300000000000001,2
Kurt Voelker,6.300000000000001,2
M. Night Shyamalan,6.300000000000001,13
John Morris,6.300000000000001,9
Scott Rosenberg,6.300000000000001,9
Shawn Slovo,6.300000000000001,2
Lewis Carroll,6.300000000000001,4
Jack Paglen,6.300000000000001,2
Gary Dauberman,6.3,5
Paul Dehn,6.3,5
Scott Stewart,6.3,2
Andrew Davies,6.3,3
Andrew Berends,6.3,2
Christian Gudegast,6.3,3
Karim AÃ¯nouz,6.3,2
Erica Rivinoja,6.3,3
Jo NesbÃ¸,6.3,2
Felipe BraganÃ§a,6.3,2
Jon Gunn,6.3,3
John Bright,6.3,2
Gerald N. Lund,6.3,2
Jason Howden,6.3,2
Richard Kelly,6.3,3
Mark Verheiden,6.3,3
Daniel Stamm,6.3,2
Marianna Palka,6.3,2
Howard Franklin,6.3,3
Harvey F. Thew,6.3,2
Howard Klausner,6.3,3
Josh Klausner,6.3,2
Julie Taymor,6.3,2
Malcolm Marmorstein,6.3,2
Michael Davis,6.3,2
Jacquelyn Mitchard,6.3,2
C. Jay Cox,6.3,3
Bruce Joel Rubin,6.3,4
Sharon Greytak,6.3,2
Wallace Wolodarsky,6.3,3
Duane Adler,6.3,5
Ãric Besnard,6.3,2
Rob Letterman,6.3,3
Max Borenstein,6.3,2
Thomas Rickman,6.3,2
Kevin Smith,6.3,12
Joe Camp,6.3,2
Elmore Leonard,6.3,6
Mark Burton,6.3,4
S.S. Field,6.3,2
Chookiat Sakveerakul,6.3,2
Marco Dutra,6.3,2
Ronald Shusett,6.288888888888889,9
Peter Straughan,6.285714285714286,7
Matt Reeves,6.279999999999999,5
Rawson Marshall Thurber,6.275,4
Evan Daugherty,6.2749999999999995,4
Ken Hixon,6.266666666666667,3
Justin Zackham,6.266666666666667,3
Lawrence Block,6.266666666666667,3
Lowell Ganz,6.266666666666667,9
Joey Wells,6.266666666666667,3
Drew Dowdle,6.266666666666667,3
John Erick Dowdle,6.266666666666667,3
John Thomas,6.266666666666667,6
Edward Burns,6.26,5
Ariel Shaffir,6.25,2
James Wong,6.25,2
Alex Lasker,6.25,2
Israel Horovitz,6.25,2
